country,date,total_vaccinations,vaccines
Northern Ireland,11/1/21,99475,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/1/21,109257,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,13/1/21,121711,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,14/1/21,133831,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,15/1/21,137380,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,16/1/21,140561,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,17/1/21,146733,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,18/1/21,154436,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,19/1/21,160396,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,20/1/21,166538,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,21/1/21,173549,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,22/1/21,177026,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,23/1/21,178331,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,24/1/21,182355,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,25/1/21,186112,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,26/1/21,191050,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,27/1/21,199211,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,28/1/21,220201,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,29/1/21,228211,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,30/1/21,238924,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,31/1/21,246421,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/2/21,258311,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,2/2/21,271826,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,3/2/21,289274,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,4/2/21,301279,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,5/2/21,316420,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,27/12/20,5,Pfizer/BioNTech
Norway,28/12/20,606,Pfizer/BioNTech
Norway,29/12/20,1674,Pfizer/BioNTech
Norway,30/12/20,2098,Pfizer/BioNTech
Norway,31/12/20,2170,Pfizer/BioNTech
Norway,1/1/21,2176,Pfizer/BioNTech
Norway,2/1/21,2176,Pfizer/BioNTech
Norway,3/1/21,2176,Pfizer/BioNTech
Norway,4/1/21,2177,Pfizer/BioNTech
Norway,5/1/21,5610,Pfizer/BioNTech
Norway,6/1/21,14612,Pfizer/BioNTech
Norway,7/1/21,21169,Pfizer/BioNTech
Norway,8/1/21,22782,Pfizer/BioNTech
Norway,9/1/21,22914,Pfizer/BioNTech
Norway,10/1/21,23021,Pfizer/BioNTech
Norway,11/1/21,23363,Pfizer/BioNTech
Norway,12/1/21,27653,Pfizer/BioNTech
Norway,13/1/21,37333,Pfizer/BioNTech
Norway,14/1/21,45757,Pfizer/BioNTech
Norway,15/1/21,50230,Pfizer/BioNTech
Norway,16/1/21,50963,Pfizer/BioNTech
Norway,17/1/21,51312,Pfizer/BioNTech
Norway,18/1/21,52854,Pfizer/BioNTech
Norway,19/1/21,58167,Pfizer/BioNTech
Norway,20/1/21,68811,Pfizer/BioNTech
Norway,21/1/21,77268,Pfizer/BioNTech
Norway,22/1/21,80524,Pfizer/BioNTech
Norway,23/1/21,80877,Pfizer/BioNTech
Norway,24/1/21,80942,Pfizer/BioNTech
Norway,25/1/21,81517,Pfizer/BioNTech
Norway,26/1/21,85785,Pfizer/BioNTech
Norway,27/1/21,104279,Pfizer/BioNTech
Norway,28/1/21,121321,Pfizer/BioNTech
Norway,29/1/21,126976,Pfizer/BioNTech
Norway,30/1/21,127271,Pfizer/BioNTech
Norway,31/1/21,127401,Pfizer/BioNTech
Norway,1/2/21,127858,Pfizer/BioNTech
Norway,2/2/21,136979,Pfizer/BioNTech
Norway,3/2/21,168001,Pfizer/BioNTech
Norway,4/2/21,198176,Pfizer/BioNTech
Oman,28/12/20,1717,Pfizer/BioNTech
Oman,29/12/20,3363,Pfizer/BioNTech
Oman,30/12/20,5043,Pfizer/BioNTech
Oman,31/12/20,6516,Pfizer/BioNTech
Oman,1/1/21,,Pfizer/BioNTech
Oman,2/1/21,7231,Pfizer/BioNTech
Oman,3/1/21,8826,Pfizer/BioNTech
Oman,4/1/21,10728,Pfizer/BioNTech
Oman,5/1/21,12751,Pfizer/BioNTech
Oman,6/1/21,14005,Pfizer/BioNTech
Oman,7/1/21,14911,Pfizer/BioNTech
Oman,8/1/21,14980,Pfizer/BioNTech
Oman,9/1/21,15023,Pfizer/BioNTech
Oman,10/1/21,15907,Pfizer/BioNTech
Oman,11/1/21,18287,Pfizer/BioNTech
Oman,12/1/21,20649,Pfizer/BioNTech
Oman,13/1/21,22749,Pfizer/BioNTech
Oman,14/1/21,24204,Pfizer/BioNTech
Oman,15/1/21,,Pfizer/BioNTech
Oman,16/1/21,24773,Pfizer/BioNTech
Oman,17/1/21,25446,Pfizer/BioNTech
Oman,18/1/21,26758,Pfizer/BioNTech
Oman,19/1/21,28049,Pfizer/BioNTech
Oman,20/1/21,29548,Pfizer/BioNTech
Oman,21/1/21,,Pfizer/BioNTech
Oman,22/1/21,,Pfizer/BioNTech
Oman,23/1/21,30675,Pfizer/BioNTech
Oman,24/1/21,32765,Pfizer/BioNTech
Oman,25/1/21,34606,Pfizer/BioNTech
Oman,26/1/21,36206,Pfizer/BioNTech
Oman,27/1/21,37045,Pfizer/BioNTech
Panama,19/1/21,0,Pfizer/BioNTech
Panama,20/1/21,6,Pfizer/BioNTech
Panama,21/1/21,2728,Pfizer/BioNTech
Panama,22/1/21,5081,Pfizer/BioNTech
Panama,23/1/21,5594,Pfizer/BioNTech
Panama,24/1/21,6420,Pfizer/BioNTech
Poland,28/12/20,2000,Pfizer/BioNTech
Poland,29/12/20,6300,Pfizer/BioNTech
Poland,30/12/20,36300,Pfizer/BioNTech
Poland,31/12/20,47600,Pfizer/BioNTech
Poland,1/1/21,,Pfizer/BioNTech
Poland,2/1/21,50391,Pfizer/BioNTech
Poland,3/1/21,50833,Pfizer/BioNTech
Poland,4/1/21,92220,Pfizer/BioNTech
Poland,5/1/21,140226,Pfizer/BioNTech
Poland,6/1/21,160359,Pfizer/BioNTech
Poland,7/1/21,188956,Pfizer/BioNTech
Poland,8/1/21,198787,Pfizer/BioNTech
Poland,9/1/21,200022,Pfizer/BioNTech
Poland,10/1/21,203053,Pfizer/BioNTech
Poland,11/1/21,257834,Pfizer/BioNTech
Poland,12/1/21,309620,Pfizer/BioNTech
Poland,13/1/21,369212,Pfizer/BioNTech
Poland,14/1/21,410480,Pfizer/BioNTech
Poland,15/1/21,436963,Pfizer/BioNTech
Poland,16/1/21,457303,Pfizer/BioNTech
Poland,17/1/21,469466,Pfizer/BioNTech
Poland,18/1/21,495164,Pfizer/BioNTech
Poland,19/1/21,541229,Pfizer/BioNTech
Poland,20/1/21,591785,Pfizer/BioNTech
Poland,21/1/21,644999,Pfizer/BioNTech
Poland,22/1/21,684277,Pfizer/BioNTech
Poland,23/1/21,701164,Pfizer/BioNTech
Poland,24/1/21,707474,Pfizer/BioNTech
Poland,25/1/21,776987,Pfizer/BioNTech
Poland,26/1/21,905457,Pfizer/BioNTech
Poland,27/1/21,1008253,Pfizer/BioNTech
Poland,28/1/21,1097036,Pfizer/BioNTech
Poland,29/1/21,1141081,Pfizer/BioNTech
Poland,30/1/21,1156931,Pfizer/BioNTech
Poland,31/1/21,1176904,Pfizer/BioNTech
Poland,1/2/21,1231716,Pfizer/BioNTech
Poland,2/2/21,1342435,Pfizer/BioNTech
Poland,3/2/21,1461578,Pfizer/BioNTech
Poland,4/2/21,1566604,Pfizer/BioNTech
Poland,5/2/21,1617764,Pfizer/BioNTech
Poland,6/2/21,1641158,Pfizer/BioNTech
Portugal,28/12/20,4828,Pfizer/BioNTech
Portugal,29/12/20,16701,Pfizer/BioNTech
Portugal,30/12/20,26850,Pfizer/BioNTech
Portugal,31/12/20,,Pfizer/BioNTech
Portugal,1/1/21,,Pfizer/BioNTech
Portugal,2/1/21,,Pfizer/BioNTech
Portugal,3/1/21,32000,Pfizer/BioNTech
Portugal,4/1/21,,Pfizer/BioNTech
Portugal,5/1/21,,Pfizer/BioNTech
Portugal,6/1/21,42035,Pfizer/BioNTech
Portugal,7/1/21,,Pfizer/BioNTech
Portugal,8/1/21,70000,Pfizer/BioNTech
Portugal,9/1/21,,Pfizer/BioNTech
Portugal,10/1/21,,Pfizer/BioNTech
Portugal,11/1/21,,Pfizer/BioNTech
Portugal,12/1/21,,Pfizer/BioNTech
Portugal,13/1/21,,Pfizer/BioNTech
Portugal,14/1/21,,Pfizer/BioNTech
Portugal,15/1/21,106000,Pfizer/BioNTech
Portugal,16/1/21,,Pfizer/BioNTech
Portugal,17/1/21,,Pfizer/BioNTech
Portugal,18/1/21,,Pfizer/BioNTech
Portugal,19/1/21,,Pfizer/BioNTech
Portugal,20/1/21,,Pfizer/BioNTech
Portugal,21/1/21,,Pfizer/BioNTech
Portugal,22/1/21,212000,Pfizer/BioNTech
Portugal,23/1/21,232725,Pfizer/BioNTech
Portugal,24/1/21,,Pfizer/BioNTech
Portugal,25/1/21,,Pfizer/BioNTech
Portugal,26/1/21,263499,Pfizer/BioNTech
Portugal,27/1/21,278413,Pfizer/BioNTech
Portugal,28/1/21,296004,Pfizer/BioNTech
Portugal,29/1/21,315737,Pfizer/BioNTech
Portugal,30/1/21,330233,Pfizer/BioNTech
Portugal,31/1/21,336771,Pfizer/BioNTech
Portugal,1/2/21,338566,Pfizer/BioNTech
Portugal,2/2/21,,Pfizer/BioNTech
Portugal,3/2/21,350945,Pfizer/BioNTech
Portugal,4/2/21,364211,Pfizer/BioNTech
Portugal,5/2/21,,Pfizer/BioNTech
Portugal,6/2/21,379378,Pfizer/BioNTech
Romania,28/12/20,2066,Pfizer/BioNTech
Romania,29/12/20,2778,Pfizer/BioNTech
Romania,30/12/20,5666,Pfizer/BioNTech
Romania,31/12/20,10289,Pfizer/BioNTech
Romania,1/1/21,11656,Pfizer/BioNTech
Romania,2/1/21,13242,Pfizer/BioNTech
Romania,3/1/21,13596,Pfizer/BioNTech
Romania,4/1/21,25508,Pfizer/BioNTech
Romania,5/1/21,41609,Pfizer/BioNTech
Romania,6/1/21,58554,Pfizer/BioNTech
Romania,7/1/21,76400,Pfizer/BioNTech
Romania,8/1/21,92706,Pfizer/BioNTech
Romania,9/1/21,102301,Pfizer/BioNTech
Romania,10/1/21,108294,Pfizer/BioNTech
Romania,11/1/21,125190,Pfizer/BioNTech
Romania,12/1/21,140447,Pfizer/BioNTech
Romania,13/1/21,154268,Pfizer/BioNTech
Romania,14/1/21,167612,Pfizer/BioNTech
Romania,15/1/21,183669,Pfizer/BioNTech
Romania,16/1/21,196090,Pfizer/BioNTech
Romania,17/1/21,205060,Pfizer/BioNTech
Romania,18/1/21,235239,Pfizer/BioNTech
Romania,19/1/21,270046,Pfizer/BioNTech
Romania,20/1/21,308384,Pfizer/BioNTech
Romania,21/1/21,348096,Pfizer/BioNTech
Romania,22/1/21,385936,Pfizer/BioNTech
Romania,23/1/21,418885,Pfizer/BioNTech
Romania,24/1/21,446285,Pfizer/BioNTech
Romania,25/1/21,484631,Pfizer/BioNTech
Romania,26/1/21,528378,Pfizer/BioNTech
Romania,27/1/21,570704,Pfizer/BioNTech
Romania,28/1/21,609396,Pfizer/BioNTech
Romania,29/1/21,647000,Pfizer/BioNTech
Romania,30/1/21,672396,Pfizer/BioNTech
Romania,31/1/21,691415,Pfizer/BioNTech
Romania,1/2/21,721184,Pfizer/BioNTech
Romania,2/2/21,748732,Pfizer/BioNTech
Romania,3/2/21,772202,Pfizer/BioNTech
Romania,4/2/21,794795,Pfizer/BioNTech
Romania,5/2/21,821552,Pfizer/BioNTech
Romania,6/2/21,840812,Pfizer/BioNTech
Russia,15/12/20,28500,Sputnik V
Russia,16/12/20,,Sputnik V
Russia,17/12/20,,Sputnik V
Russia,18/12/20,,Sputnik V
Russia,19/12/20,,Sputnik V
Russia,20/12/20,,Sputnik V
Russia,21/12/20,,Sputnik V
Russia,22/12/20,52000,Sputnik V
Russia,23/12/20,,Sputnik V
Russia,24/12/20,,Sputnik V
Russia,25/12/20,,Sputnik V
Russia,26/12/20,,Sputnik V
Russia,27/12/20,,Sputnik V
Russia,28/12/20,,Sputnik V
Russia,29/12/20,,Sputnik V
Russia,30/12/20,,Sputnik V
Russia,31/12/20,,Sputnik V
Russia,1/1/21,,Sputnik V
Russia,2/1/21,800000,Sputnik V
Russia,3/1/21,,Sputnik V
Russia,4/1/21,,Sputnik V
Russia,5/1/21,,Sputnik V
Russia,6/1/21,,Sputnik V
Russia,7/1/21,,Sputnik V
Russia,8/1/21,,Sputnik V
Russia,9/1/21,,Sputnik V
Russia,10/1/21,,Sputnik V
Russia,11/1/21,,Sputnik V
Russia,12/1/21,,Sputnik V
Russia,13/1/21,1000000,Sputnik V
Saint Helena,3/2/21,107,Oxford/AstraZeneca
Saudi Arabia,6/1/21,100000,Pfizer/BioNTech
Saudi Arabia,7/1/21,137862,Pfizer/BioNTech
Saudi Arabia,8/1/21,,Pfizer/BioNTech
Saudi Arabia,9/1/21,,Pfizer/BioNTech
Saudi Arabia,10/1/21,,Pfizer/BioNTech
Saudi Arabia,11/1/21,178337,Pfizer/BioNTech
Saudi Arabia,12/1/21,,Pfizer/BioNTech
Saudi Arabia,13/1/21,,Pfizer/BioNTech
Saudi Arabia,14/1/21,,Pfizer/BioNTech
Saudi Arabia,15/1/21,,Pfizer/BioNTech
Saudi Arabia,16/1/21,,Pfizer/BioNTech
Saudi Arabia,17/1/21,295530,Pfizer/BioNTech
Saudi Arabia,18/1/21,,Pfizer/BioNTech
Saudi Arabia,19/1/21,,Pfizer/BioNTech
Saudi Arabia,20/1/21,,Pfizer/BioNTech
Saudi Arabia,21/1/21,,Pfizer/BioNTech
Saudi Arabia,22/1/21,,Pfizer/BioNTech
Saudi Arabia,23/1/21,,Pfizer/BioNTech
Saudi Arabia,24/1/21,,Pfizer/BioNTech
Saudi Arabia,25/1/21,,Pfizer/BioNTech
Saudi Arabia,26/1/21,,Pfizer/BioNTech
Saudi Arabia,27/1/21,,Pfizer/BioNTech
Saudi Arabia,28/1/21,,Pfizer/BioNTech
Saudi Arabia,29/1/21,391643,Pfizer/BioNTech
Saudi Arabia,30/1/21,,Pfizer/BioNTech
Saudi Arabia,31/1/21,,Pfizer/BioNTech
Saudi Arabia,1/2/21,440618,Pfizer/BioNTech
Scotland,13/12/20,18996,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,14/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,15/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,16/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,17/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,18/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,19/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,20/12/20,60096,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,21/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,22/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,23/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,24/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,25/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,26/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,27/12/20,94458,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,28/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,29/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,30/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,31/12/20,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,3/1/21,115815,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,4/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,5/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,6/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,7/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,8/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,9/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,10/1/21,166135,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,11/1/21,178799,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,12/1/21,194955,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,13/1/21,211397,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,14/1/21,228171,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,15/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,16/1/21,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,17/1/21,268689,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,18/1/21,288468,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,19/1/21,314079,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,20/1/21,339337,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,21/1/21,363143,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,22/1/21,385855,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,23/1/21,409421,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,24/1/21,420940,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,25/1/21,443960,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,26/1/21,468688,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,27/1/21,498441,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,28/1/21,522950,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,29/1/21,551008,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,30/1/21,574063,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,31/1/21,583746,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,1/2/21,619123,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,2/2/21,658020,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,3/2/21,703378,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,4/2/21,752041,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,5/2/21,796759,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,8/1/21,7000,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,9/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,10/1/21,9300,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,11/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,12/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,13/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,14/1/21,18136,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,15/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,16/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,17/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,18/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,19/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,20/1/21,44611,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,21/1/21,84832,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,22/1/21,119711,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,23/1/21,163355,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,24/1/21,217800,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,25/1/21,256521,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,26/1/21,319504,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,27/1/21,361830,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,28/1/21,401556,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,29/1/21,430759,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,30/1/21,437380,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,31/1/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,1/2/21,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,2/2/21,495964,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,3/2/21,513652,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,4/2/21,526930,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,5/2/21,538373,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Seychelles,9/1/21,0,"Oxford/AstraZeneca, Sinopharm"
Seychelles,10/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,11/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,12/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,13/1/21,2000,"Oxford/AstraZeneca, Sinopharm"
Seychelles,14/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,15/1/21,4000,"Oxford/AstraZeneca, Sinopharm"
Seychelles,16/1/21,7000,"Oxford/AstraZeneca, Sinopharm"
Seychelles,17/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,18/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,19/1/21,10976,"Oxford/AstraZeneca, Sinopharm"
Seychelles,20/1/21,13163,"Oxford/AstraZeneca, Sinopharm"
Seychelles,21/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,22/1/21,16890,"Oxford/AstraZeneca, Sinopharm"
Seychelles,23/1/21,18353,"Oxford/AstraZeneca, Sinopharm"
Seychelles,24/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,25/1/21,19889,"Oxford/AstraZeneca, Sinopharm"
Seychelles,26/1/21,22712,"Oxford/AstraZeneca, Sinopharm"
Seychelles,27/1/21,25587,"Oxford/AstraZeneca, Sinopharm"
Seychelles,28/1/21,28779,"Oxford/AstraZeneca, Sinopharm"
Seychelles,29/1/21,30861,"Oxford/AstraZeneca, Sinopharm"
Seychelles,30/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,31/1/21,,"Oxford/AstraZeneca, Sinopharm"
Seychelles,1/2/21,35079,"Oxford/AstraZeneca, Sinopharm"
Seychelles,2/2/21,36284,"Oxford/AstraZeneca, Sinopharm"
Seychelles,3/2/21,37092,"Oxford/AstraZeneca, Sinopharm"
Singapore,11/1/21,3400,Pfizer/BioNTech
Singapore,12/1/21,6200,Pfizer/BioNTech
Singapore,13/1/21,,Pfizer/BioNTech
Singapore,14/1/21,,Pfizer/BioNTech
Singapore,15/1/21,,Pfizer/BioNTech
Singapore,16/1/21,,Pfizer/BioNTech
Singapore,17/1/21,,Pfizer/BioNTech
Singapore,18/1/21,,Pfizer/BioNTech
Singapore,19/1/21,,Pfizer/BioNTech
Singapore,20/1/21,,Pfizer/BioNTech
Singapore,21/1/21,,Pfizer/BioNTech
Singapore,22/1/21,60000,Pfizer/BioNTech
Singapore,23/1/21,,Pfizer/BioNTech
Singapore,24/1/21,,Pfizer/BioNTech
Singapore,25/1/21,,Pfizer/BioNTech
Singapore,26/1/21,,Pfizer/BioNTech
Singapore,27/1/21,113050,Pfizer/BioNTech
Singapore,28/1/21,,Pfizer/BioNTech
Singapore,29/1/21,,Pfizer/BioNTech
Singapore,30/1/21,,Pfizer/BioNTech
Singapore,31/1/21,155050,Pfizer/BioNTech
Singapore,1/2/21,,Pfizer/BioNTech
Singapore,2/2/21,181000,Pfizer/BioNTech
Slovakia,4/1/21,0,Pfizer/BioNTech
Slovakia,5/1/21,425,Pfizer/BioNTech
Slovakia,6/1/21,6618,Pfizer/BioNTech
Slovakia,7/1/21,13631,Pfizer/BioNTech
Slovakia,8/1/21,20548,Pfizer/BioNTech
Slovakia,9/1/21,22281,Pfizer/BioNTech
Slovakia,10/1/21,25326,Pfizer/BioNTech
Slovakia,11/1/21,29221,Pfizer/BioNTech
Slovakia,12/1/21,39735,Pfizer/BioNTech
Slovakia,13/1/21,46243,Pfizer/BioNTech
Slovakia,14/1/21,53830,Pfizer/BioNTech
Slovakia,15/1/21,61372,Pfizer/BioNTech
Slovakia,16/1/21,62580,Pfizer/BioNTech
Slovakia,17/1/21,62634,Pfizer/BioNTech
Slovakia,18/1/21,71617,Pfizer/BioNTech
Slovakia,19/1/21,78663,Pfizer/BioNTech
Slovakia,20/1/21,85957,Pfizer/BioNTech
Slovakia,21/1/21,92828,Pfizer/BioNTech
Slovakia,22/1/21,99090,Pfizer/BioNTech
Slovakia,23/1/21,99366,Pfizer/BioNTech
Slovakia,24/1/21,99366,Pfizer/BioNTech
Slovakia,25/1/21,107506,Pfizer/BioNTech
Slovakia,26/1/21,114247,Pfizer/BioNTech
Slovakia,27/1/21,120898,Pfizer/BioNTech
Slovakia,28/1/21,130034,Pfizer/BioNTech
Slovakia,29/1/21,141833,Pfizer/BioNTech
Slovakia,30/1/21,142817,Pfizer/BioNTech
Slovakia,31/1/21,143098,Pfizer/BioNTech
Slovakia,1/2/21,154984,Pfizer/BioNTech
Slovakia,2/2/21,167241,Pfizer/BioNTech
Slovakia,3/2/21,178946,Pfizer/BioNTech
Slovakia,4/2/21,193211,Pfizer/BioNTech
Slovakia,5/2/21,207704,Pfizer/BioNTech
Slovakia,6/2/21,210410,Pfizer/BioNTech
Slovenia,27/12/20,5821,Pfizer/BioNTech
Slovenia,28/12/20,7367,Pfizer/BioNTech
Slovenia,29/12/20,8467,Pfizer/BioNTech
Slovenia,30/12/20,8895,Pfizer/BioNTech
Slovenia,31/12/20,10545,Pfizer/BioNTech
Slovenia,1/1/21,10636,Pfizer/BioNTech
Slovenia,2/1/21,11039,Pfizer/BioNTech
Slovenia,3/1/21,11594,Pfizer/BioNTech
Slovenia,4/1/21,12684,Pfizer/BioNTech
Slovenia,5/1/21,15102,Pfizer/BioNTech
Slovenia,6/1/21,20204,Pfizer/BioNTech
Slovenia,7/1/21,25442,Pfizer/BioNTech
Slovenia,8/1/21,28633,Pfizer/BioNTech
Slovenia,9/1/21,28881,Pfizer/BioNTech
Slovenia,10/1/21,28882,Pfizer/BioNTech
Slovenia,11/1/21,29366,Pfizer/BioNTech
Slovenia,12/1/21,31131,Pfizer/BioNTech
Slovenia,13/1/21,35751,Pfizer/BioNTech
Slovenia,14/1/21,42369,Pfizer/BioNTech
Slovenia,15/1/21,47122,Pfizer/BioNTech
Slovenia,16/1/21,47446,Pfizer/BioNTech
Slovenia,17/1/21,47450,Pfizer/BioNTech
Slovenia,18/1/21,47677,Pfizer/BioNTech
Slovenia,19/1/21,49705,Pfizer/BioNTech
Slovenia,20/1/21,54245,Pfizer/BioNTech
